owner,total
7JfqNf78xF3amDvW9jSEB8WUyk6usdhKH2U1ETW6zjL3,1
FwhdT4qZDmywhWXFLcdmAVfW14Ud2Mdht7TnzMJmsEBy,1
7b3AjQDoe5h97imCU5LuqitUQfhybdjvx9psnYjHqM26,1
5RhgcKyoVnEXbLo4mkX2yPhgap8GcRKfL1cgkGzRiv4u,1
BUKFiM3Gm39VCuXtzTtuqd1FrwArgUwGh7FBh2Gbpi4x,1
CVWE4aL15SUAue89ck7D7NhzYRBwWCHbxJPXgUC8r6B6,1
4rmdUeeZgnNh5v9VVP7TcbUQJ8P5xsu9TVjvi86XBq2a,1
2uaUJfMmTbkrHrTAiYR5HHAftA4qmZAP5jM9yJ6QBUfp,1
37LoRh29oYF9K8NWYsLZaLMr1LiNcSFy9JpozaCyp4Go,1
EjRkAr1ZCGhWZVMgf1iLi2YHCANqyKiJpzUVbVqz6Spy,1
GdFLMtUnDwmBDP3NTNRbdd6KiVNgkGueuxeGdY7P6EbB,1
EoMSimYogyKxA5jUVHsr3q2MvwsdRJHG3JTxT5JA8kPW,1
D9DUPzVUeBDsPnCunkZ3spvZ1fyEe57TeJCaNLJ3ZUAq,1
4JKpTm3roGGmUXTFzGhnuFL4HGMBNrWWTkqTwjtrxeC3,1
9j2vSzR4BEuB84mtH7YFyfJpLa6Uzh5wyDC72pYeo3Cg,1
3Hh2YWfqFbgreKbsZTog9yaVCpXh1a9siq5BkSf954kz,1
DMKSujiv2mhEx37KSGWi28QebsPzr3cgZbvFeMMjeKnk,1
Hv7Kj9x1VGqRfes6TMNHTRavuoFcRzZmGajjcu7JeDiz,1
9CPtgyLz7ARkkBwTWhuPBysdkSxbgqYAsKYCdDqDLEob,1
BWKXPEAz1QSfXtW6BJTJxEPCpBNfAUtxwBbgPrchBGpS,1
G8ZT7Y7YHt9n2eDAMGXEcTfkFjXR6fgKvzJpMkyqfDun,1
6yTzz291dxjkCqQYh4rQYN5bswSeGSEFZ4nozmMur5YX,1
2VQA3FT8tWRPgiwVPh2oKm1JTA44ocGspKn8yRZRvXiS,1
EWq4oigjqM4X94cmTyzU2Y79MXJNu1DB6YqpRt6x6ePn,1
8jV8wh2wMAckzweLKXyTvcRkEJYz5gdy13GiFZKYT7sC,1
H1KZ64un3w9FKt8MY4g6N1of4GSbTRS6W8UBv4Cx3dnJ,1
DUc4xMxSZa2LRR8twttMcbnPBk4T1xhbVrbheiCmvwtG,1
EyJTaoFwBwiyeEkaySXX2hNKenf8p8Cmu6x9AWFrUHzX,1
HvZoiBkxqXcCM4NugEysJWiez6xMvDCQbqMBs2t4Hzky,1
Epk6ERBDLVvyt1eRCdqUU87FWiiMBsWoGdhbpvRbPDqF,1
HusDmGCAh7qWD1BU9vrVsjUaRv9tg8fUU8JPhoChfTB1,1
A23TUsSXCgsGUzE1rDKzChMFBE1BNcJ7NUW9ZXMs7xh1,1
GyuKA1RDL4y89CYBipiGUJ8B2ZnEwZQA3NQMBzYEXqoj,1
79R44rGWKu3VsJiomSGVtE5Ze55RjzUjANMsRVoE2j2h,1
HCQVj7YDMSALreLCsKmEpooEEx6HCs2FVb29JAxbtUj2,1
BgEY8ZoAE7C3FtXiA67SEoXNKtXnfuVoWGAEmY1LYGDM,1
8TdQCaKYEUN6bGe1pjCP1bTEvTZbBfebeSsg6x4QXGwH,1
DbgWoZZVkrsBuvFXu6oTAbNHBPZheG3MJNm6YEos9xeR,1
GudSbZiaKnhpex445aG7oKtHaAscFNqgQR2gXdvB4m2w,1
5EcJevf5bj2MKFC2ZXkKJjJtC1mpqHygUKe7AwUycnB2,1
9rLsG4ZUHSQFAdMxYMbKccT56Jkvqgavknw9SxXsPyc3,1
8ZrKmSut3nhZDZQBy2jGTcehKhhz6NgYtiWY16xbuk3R,1
aTLsdWdwwXS7CfKVt69JBweR8oFosKRV24PEgepisXJ,1
Bdbgs1d27XXhPDeyYoLzm3EGEKPUZyUjYTxv7bdnAbKx,1
8oBNtLPNe4YtVFRfYMZ7sumjB3WbcnuBFKdCct3o42Gx,1
5BDm4XdVgNDVbDfPnJ8nMxKQmZoL2o3J7gPDw5Kfi9YY,1
3tpfroLrGJo1Lt6S6Lk8xKBfZdsMwjqUB7B6qVxWXXZa,1
2vpzApttXctnS3qVLadX5WW2co6P4T7B25keS9NVgx8i,1
FMiuLDX9dpP6zQLuiAUyGh2YPLaCZRwH6LFjyy1iGSZq,1
Hew6XJcEjQAx2Pi4GWogr68dmbST24g9xtumKBqvhkdL,1
8w65ikftSF6ixjVGusHBewrnWyY4F21H2jW3PuTMVxDg,1
5bKkHmYhpoLwf92bjdtr878st4wt8uRTLvik3sksLGBg,1
9YVhHQJowpXXQkdMzkgjSo7p9bB4tTQd16FF7YKeqEaT,1
8srfCLBFH7xKRw7TbYpyCmp9o5sCDhURWmvyG6JLXDfs,1
95WZW1D52kM7Vjc8fqG72R7nvLDGqyA9BhxBr2TjuAVi,1
AzLBCrn52Hx8QdYrDPDFJiKpW4N1zYmveh79RgwLX8Fd,1
Cv5HbBXaJFPVxdNud6bWxzsQLm6jzmc9asbYpw4kbQ1r,1
FzdRzpsZCvWt8DfZAnSdA3F33J5Ccy6ppEyocC74j22G,1
5z8KFyLppuAEiJ6wNPdWcPtW4YoCXFvtBeBDGJ6wANdP,1
5wbnaxyZTHgTobu7mMusypTmNCZAtvs8BM7M7FyQzGmR,1
82Mdjkd19auybHF1TQJWTvPg3789FAFXF1TnXnndZffe,1
CVBdXQiNmfKSqKrTH9RVacNZKvqApUyPftwKLAfxbMh5,1
A77wA4knhP4REzM8m4BSdteSZiYTUX3qCBViEXDUk5AM,1
4sp1eby3d4Cww4fj6AtrM2btZ3XP5MrJoJ8W61YqaWrS,1
Dfc8UPuSpYtPaMLc7UjcUdMXkfW3X1yojDLzp26WVzWH,1
C5DwbMisZF1FZcPihhZMi4oLRRsNKDxYtDNyNarHALDT,1
7wUXxSqQgVpL3AGbbnMcL6N7oUpnVTYUh9u5RHxqvERA,1
DN8Y5z9vpG56EvctUKZ8pVjDRG2X7K4kojSDyB55nN78,1
EHcRQ7KjVsdXchrfU7sB5ZzH3Fi7kjACPPN2yS6Z3poL,1
H6djpzg15Ht7MYcNkDvpqs1JjuUGjFvDb48UY7N89SfQ,1
6jQzutzkLc8qfwRE5tvjf2bqemSjgZ2NKVjZQdi4f2wK,1
HJWYcpasS5qEJThh7w2PYQypa3ckkTEPLH34D3xLyzqQ,1
46TrqcKg5VvmHpxkrkaD9nG3acrtKms5fAanGDRgg6NH,1
8eyxMzr33EEJhDquxqUSd8GWYfsKaR8QS4mAyy3wsQR9,1
86WY456sBSA3k198FADH6EhCtVDUrrMQkBffyfxddrba,1
5xBLDFDryadzcgXGy2Z411yu1pxufGnmGPniZvenpEZX,1
A8vbfzSXKE5AaZdLTbSyf7JovAjLU7QNiyBPHy5VXrME,1
6UVvHociFtUSR6y6c5v6sUyqp4iZADu2APz5nXTYZxKf,1
EKyq5jLBZG8ALwXYXQpBaNcEWRMTHVqpiC4GBTnj9Goz,1
Ds3iTZXvdcP4uPzTw1EagkLXHiQ1cWFbns3teNQ2JeDP,1
12NZhrj5FRoqXKM2rSdiN3MF78AbeYckiR9FJ6wQcZcR,1
aqF4fCbLeHAt3QDp9JsjyQKJciWDHocQ3hQghwfFN3g,1
D4mdiWs5V5J3wjjFye9BaYq43Smdg2TpxjJaEm5rWP8S,1
BcXjZUMYGxqj9iQYhHzCcqgzjmhiVEVFCLHRMP7Sm11D,1
CBNWrZY1hJx276xXJ6GcWcPvCdUS3XaFvjRNYEFiqK1C,1
8PaeQDgNWzWHkx1bjPxgp32NFvMeunfu43WwNBrQ8ZrE,1
45ATU4w572VybVJiLvoNV9wjPGYoX5C2FTEq9SaJP1GC,1
53Bp1wrCDzMtCS9Djw63u7BXtLNdD1dVhm5GDSaSeymC,1
2rSpV4n2uGYL1souoaXhoNoyy4y44duDPSqhshqcyUom,1
9EgxSxG8VCei1Q3dkgvhEEvyecS1p1UD99c4c4nsLQmT,1
4gvmd4T1mf6GaZPs25ZHTzmPwu4EB57KN3tj5v6DV5VQ,1
BpZZggT43qRedAmy1fjE3bLcLdobvAQqmXA1hYvviVS7,1
94ja5iFbgEg2LLH2R5Qi6eE26LTE3BHSaDASz7etmZVp,1
EZCDiewzRtgFuzfUs4V5qt7jAZhZwekiRpqn4GWtPoDY,1
F5Nisvptt92QtfA77gTMhwmZRhBihJuPAVSMNzkS4Qwp,1
9NkgKTJaGhiyWt3aR5PH4NEf3MYwtkuFqrkDDCq6QvLy,1
2pJCuT2K4zRzkWLkE8THMjsZyKkANB7VEy6Rk3cM68rr,1
AGWh9cyi7F2C57oiHn2sVUVow1reBLWFBfYW1WEwcmfZ,1
6ZzbFM3yrggjGX58wG8w71m7w1XeN2VHgVwqp4fXrQEX,1
3dWZ29R1TZoqfWUSy9iGwf7usUs5p21zgVKwvy9HJdEb,1
BAg5SNJK6qmyzoNCDrqMHFxna7Cj4yXAPMR2AQNvYMY8,1
YzuWBK2XpDeoVk9u1i2kfNJZqzAxccvs7x84xRrp1o4,1
E6MyaKxEKJx4dHQdMko1e64MrctuuQR6ML7fLRLYxxLb,1
4mLv9j9h1Kubk62G7jcy4oZ1C27fVqnXY4ebpSqJxxh5,1
3ZXzPKLUCDxw9K8o5k1AoEJiMmwXNxnspbsb2VHTAUaE,1
HP7roAP5JcRxUwrcLcA7Q6gdcc91rxXvSAX4meF5i77o,1
EbYPrzSVvVmyzyHpX6JNaFrR1X9MmWiQJhFLf1MyAY6S,1
3rJw7X3t8BfWZ9sefQUbBG6qYxBvNaFbW2NMENS4mjQk,1
fkLq7q3aHLRxt8kFJbgSKWXYELm2cYedRvgstw1dSS1,1
EFiM2KUXo6bFUQiHa6ucKh78xGv7mkkqp1ZjcmY3wxAf,1
34H1e9cLVUQzZigQ9REevyHUeCwenZJiFhYVfG1vJGVw,1
CgW1Tj6g51u2DtMgUGmyx7TPNZGgn3LHPZwVWxXpu4VD,1
44uRujQDxWNpminjaVET1Eaj6y2JB4mDpPzAbo6ageho,1
HUEa7dk7y17gexQeqVa1XBuEMnGpZ3Lfeda9iYC2GecH,1
Ff5RMzSNNV73Nz3aS2ezhMdvNuE9A4EheeQky2yQDLZ9,1
6b7VxCtrpdQvULibLPBwgy3BkF9UvLq2m3vW3aNy2CES,1
3Zsf5V3Bn3L7ewwWrRH4VnDoeZr5HTeAwRxqA2dwJDPB,1
ErKKbuDJYM2RNHMMiv77AAWGifYYdtX99exfuZ4zsthu,1
HUphnTzW1KqfC6VstY3DoB5M8TXrLL5cSHbQo6qGgste,1
8YMAjFYxxeBYiZbo6pWao4ZS4THD3rL7BjHgh4Kam4Yb,1
4hxG2guLCosgVEmMwj6fKett5Vb9635F7cQn5rwkdmsT,1
5deHEvfiTKz5j1zeZNhcuaVownSoJLkYY4gbFyHSDJ3V,1
5KYsrdS3RSNAM2JGNfaqmTgpXpKc5KXjhNMtAw6HJhgb,1
7hFPDJFfwMqt96Szq8c9CJd6mC3Yk8noqh3T2fSuzxne,1
7v9edE4CXAfcT1minhax1xSyhRb5AAr7HQ8Fx84gzbDS,1
4W8ATeJzv2Dm9Ke2eDiNyEj7jXY7nEb1ZmiK8PUxMP8M,1
4SsCgYTpPca9MzqQEx9qpijGo4E9AVgaZye37PhQGM6k,1
5updUQS1RxJZyPFRyJMmVq7vYZnNZTnPUUftoorgyrZc,1
FAqGJApMcYm24mbXjD8nGibqnkmQAsVBVbTQXp54WsY8,1
GzVtRMJiuAajmkzR1eXjHMxx2p6vbhcbhSLCFCFS6rG8,1
HyuxTTiArVk43LoaPuUE6twCbq149M8LzkAgrxiL6ARW,1
8yHW8SA5x45bP1qzuk8W1G9uPZ1PVpS9jjrbwdp88mDp,1
9f5gsqwhJSeuNUURmgi5iHcV1mJkUBeUUmEFrhcCSfN8,1
At3kF2jz5ywrbfCHj3B61AktZ93PyJ7WGmbLn7SVkepv,1
6tkz7EvsSuL8Z1P3f64J49czgTqnEgKdNMWFYZ2HG1ud,1
5yULTFVFjuDVP1Yr1X6zyw1fiT2VAQreaF9JBQy5agv2,1
G83jpSNzeEvXFVHRdd3Xqd2ecZrcKjXAmcwJnz869jqr,1
Fkunmqxcig1K8RjLfJ1AnpnmRrKWim652asq24yS7UkF,1
BtowUmxPaDx9CB2vKNQ9jdxVkfCG2gEASA3qCqbPQNvw,1
9ZJTwoj2nK8U9Tae6VVCmwrozAcszwMVaaN1ik4kkqi9,1
BLYes7ZCAf4QNghk4CbQSH28Ay9wB76DRV37uYAsauQF,1
9FfiAe4wGErV4r3vAP5Q8nX3nC8x6yuzLPdBPJHDA2bc,1
5e6tLtPCNzzHNMBCGdpMJjR44JrvNu12xmTdVnxKXRH,1
4TdfbgVewaLArdKDjKTL4zmhmiYdcbzK1oBAooms76Sq,1
96hwNxGPq56PEvBUyvxL6yyj1fyW8teSDAKP3fSw92aK,1
5V33JoovDe1Mzq1FeemKV74cefc6GBrXKg5ig51sxwNd,1
AXswpEJWRCRbAcug67VXPkrUxFcVbsFzGGoYHb7E4ci1,1
DrqfL3JQy92mNYoMtHp4YDpETGxAELMYXPca9dh4L9ZL,1
5ofztG4MLV8p53NMF6MFCdLpA2k5nfn18F3Lb9nAhDXg,1
GeCSpxbp9XacGPmgxLWqHyXed4wdHdppsZMZXmugLAWp,1
47Pdr9CZ4EQNFotybGfCWeJLuXgA834hNYNwMCPg6Rod,1
835dotUpwzNnvWuHQW5DKpFjrvZp4zWJN2D2VmbPpz79,1
HCFhLr2irjKuUk5vG9qDTnEpi9C4qAamjMdPgG2gDjWR,1
EYqbprqMofRrZ8MB4tqESdUWQJAG87B1GngLaGvH3LSF,1
HkgY5b5gi9Bq1PYkXNruDvyTGQkmP21WTU1XbKiiVok,1
BAVnrSJ5dtjfhfKJgUPT3Hz4Aw3N4U91VVvJotfs3Ysw,1
FmePHVuyGL12aZBtxzDFg52aAVRSz7zhFxhqnkbDWFML,1
4GmBzMcofxnTMuWv8SF46NrXFy5jJss2HuSmX81aMkeF,1
BpW8Sv9fUBTh8LdoKhJN6VmekLCRd4CU1FaUaX8HwrfQ,1
5DzurYni1BqgD4gVKzZ4ULg9vX8dHVRgKxDy7DEfRMis,1
BVvJx9TMmPFqiRNigWgH5cnAafeBPiaGTE89NvG4QGXS,1
49hUpUGovJJzXMNYUV7BQPJG6dAm1TrPPBmTwM4wAfTS,1
DjFthGSimDC2ZDBNUo1oBYVHq1RgHUgFxAHai9PWUr5k,1
7fLPwHGfqawvGL3D9G7ntQaQtjFugMG61ykKh4hFbRd2,1
AZTshQPaMNL6f9CFNTSmsAXV4ciDkECXL6Gt8DYdj2Su,1
DV2Uqnm9sZ69sAuBuEwSmQHQNPxVEmBp1kjkUTECBQdi,1
9dHu9r6wgmxnWxPhUNSUReGFRxzYNfqdYqGbZRFVTpmm,1
7ABQpYFKSKeWdQUtQijpYjiHqPUtBVkLxuhi5R3G1fbP,1
3eEXnQaDgYcQo6CESUKtRL2vZZtUKirZRCWvowj8Dctx,1
6eZ85qixQxtBjQ8iJPR3y5UnaoF73bcBsNCLP4MsBC2w,1
3ZYTMMdtreRaEuZXP9HEkJbmhWHpXJjF1t9touDmVqzG,1
3xkzbBj8JSwiMK1sykmMFKGAwEu5yhDyVdg6QakUpwzX,1
AjV2xbsLjChtUp1wcbHFxJ9T7sHMt5Tcg4zXakMH2N4S,1
7vJWbTveiBJq4iar2XZWTWPwuA1j17kv8hZd6R2ePbtt,1
G6kUH32qJbb4wHP7gGcd8zN1igo8cBMUZcbTWLJNNCJY,1
FBwPvG1KGv25EDL3yos2J9ryUXkjX8FDY6cqCvazYQEQ,1
AdQ5zicbeKQpwuwhyjJgMdugSpbF6Gt9bUFrkkBwNCF7,1
CGWdFy5zcHXKhh3PY9De8Gd5i997SY19hSfnCQkaA3p8,1
8QA1a9QoKetFZCMBs1YeQr1giwKuSsLwuFqB59Nv5z3S,1
2Y2d91oiJH4REtW9KeQ3PDhtierwAHZf4XRnzbavcCeu,1
6v77cA6fA4yrytwGUSuB9jfeoHM5ota6KMmULBkg1J2J,1
DhY9UKSks3iJxmzguusjNWDN5RBUEZabt3c5hEwk8Zdf,1
DDxq59zHuqGTZpfUGQVgSymEjjAgq2ksk85qP84MctnQ,1
CYZFtnyC4F9PQhBgYbh4YMMYvSDnLkNKZPVeJvPs7BDx,1
GCCyFinh7dxnHArbF8hEwGegWoKs9aqA56wAVeuVEEGA,1
FQBSAXLNSGB6CY8DiXaErwAacmDxNW6ELVCD5sDZ9uXm,1
JANd2M6m4KgQhHuXzwZJTVykZ3QcPi5ky84H4npnkT6R,1
5MY3iPZvrXiWDiXc8h2CkckWzmprkrpsPkwS7QtUXPhH,1
ZpE5TX3c2nBki2RwE2nRhAF4daMa3wvxc4CH6AsbuEY,1
ETcUuiskUHiJ4AM17Vd7QEwQp4aRDiZTp51iKucq6q3x,1
G9eoMZP87CtXR7eUxMuHdZ65KMgkYmrKKtqNyQzPjQzL,1
E7m1PU8VsWbpaMtfX6W3hzr4XNRCVmPSyBE959Heoqnu,1
WLw1qTtsbb4fnhyz7MyYpnX3P85FZ1fbYV54x8yoE9k,1
BYhiqFhiaF9t82FBDGH4Eh8hZnsWSJ9BLFj6BYtRx3dd,1
HV7zveTB5dBxZrJPe64KQStZPrbyQw821sA6XwrKtzGb,1
44bopDPBsKuH8kGtWdSe7CPK9TCWgUDJBwCicewXMmiY,1
Ee1g5vs3ZvEecVjAujUGnEU2YZ6XdLeq4FbBNeRgoJpq,1
3JHs36GzeZeyWeKA58DfCA56Xtmyk6jQAyRcJPiJJGYG,1
uMQwDp4buFfmw7wcj7Nthour3bEr4LzNVXAR1cyF81a,1
AufP66gMST4N6KjmmHgJQtbG1ySST6U1QJGuBq5Q9FPF,1
Cngze9zz4nRuzDcCahEprRdtTvH7mFG3fb1Ys8bU4H5v,1
5KtNVVCJYHtycRjWFut7KfZoBwbMTz4XXBxqJTzPageX,1
A8SMmcfuDeeXwckuE2NFtPse1kUF3wyVXAmVe5NTYsGn,1
3L6ffS5Pnn8saDvq2CfzXcr4iVWD6ggGjx7RQMG3GAJf,1
FeYrRCiutmC2awrnecr8XBdQb8FSVXDLjw2P3HCKEa7L,1
2LUU8diUwgxGxjSxiEAZfE1rDpVaUcC9nYcZXmCoo1wf,1
DeLxKoKTDoNuTcsJzZU1N4MhdGr2nXYcYQq3tiMFkmkS,1
DxkQUJ4sXFLisPnq6SjtAZdSBoiJKCg7bc8ytA1PyR1k,1
997T7zcxmLDCTLqzckRau7GpsCmERZ5pTChvRusb5666,1
C4WVZnPh8xSihHn4F4af8XSrt8Lr6sYzoxwbUxd5VkKf,1
8Us3zYTsnFYo2d7TX1RwnAJPgM4GsnMwpe3JLHAjfm3W,1
FAD1A74hsAC94hySEBH8GMz4pxxbd9dyaNE7EJVrkcwR,1
7GBD9jhjzsK67FFEBKbVbvMJJe6hzVrmWmsNxkVKvGym,1
HqdWGN3KUyDmNc5AS6NYS4YEuXZ3BZRoHHx2XH4Js7wb,1
2NUqbD88DgZrMdrp3Ns4s8eH8t9riajmpzmCppka6ymB,1
43i36rGSPgyJFjYwuNdsSZDzE4AdtPBos4csauqCo8cj,1
EHVpjPBha5KVMzrXhZzCvJ4SaJP6PV9TrjZRQ8Dp9yor,1
AUfuKuTiNWYaHYipPdR8N1p9KXHffgJTZEy3egZ3nv2w,1
7N5ZxCL2etFyGE51eYRhEaWfBERXWW2NtWx7gQ2n2Z7K,1
BcQGJUXp1TxL11KbwibkHSQ8Xbdg7jVLkqdkvEQFc4V8,1
5QfryvCjpejbw7m3xjt2C5wsMVH1jx6WnAUza7Qea7wQ,1
HBZ5oB58MrBgeLfwXVRjkT2Y8faevPF8ssNyPVLiCRJ2,1
XBbxvpxCUbjR8exnx7ovttJY83Q4bcE2KYY28SXzcPc,1
DzKdVVjMNL3MrftJBi54x8rxDhVPaKMnGKLBEk1dHPYF,1
2xd1uMBvzxtadc9qcqHrKm35pkHdZFoGPQvAnmUdmpdo,1
68sfgTRFWMspMXQDngbKZLYgGBhGjer86kd3zGUvnyM1,1
AAHadaEdFW7zbbvLUqwJ6N21Ca3sLMNBJEbjFn7qiwxR,1
FCqyA29r72xVHjUUzhmWfFsidGVP6kwCvdbfnhud8Wn5,1
2KfqRWyHcmCXg9y8EckVJfNq1MN9rzAQx3RW2pSp49Rw,1
ASe9qqdTE7TNerSVdPh4UhsEMw7znQRbGH2wPvYLf5bi,1
AdZY8XwJCiTc39eAkgfPHyuoM7KDLtmDnJaQkrkUTs6c,1
BS3XhtyUbEemif6uctfUj2gaTxKuvfptPmBHcaAg7CnQ,1
FQv87tPm4XqzzkP1JUJQP28pWtewXh6PjHMLyWfAbKgK,1
J43Rfws726sqSm7f6Y3BAws76r4NJatyUngDmZ4LXpNC,1
7b3yQf1bsqdwwMcXk9ZB2gGv94vycGj1JzMEyDFzjfVV,1
8eme1yTLkoLMvFBUhBzFuSXwugsZzMz6HCTNbFbokCZZ,1
9oBQaiFtWooYkvLTEn28q3AU8bAEDRfTsXpMZZwHp1r4,1
o8PdXmVw1ZNjfyPjhFB1zABhCQPUUthbj293UQj4JKe,1
H5o8MJzVkPzonT3y8mKzdD4hmEihTkkzK2y7UUH5BcyY,1
6pxUCLh8PGZ9AqxZbJGuP8dowP7pV63DD2nnQHvWY5C1,1
87QLcvBCVmfcKo8sVZfPEbRS8PzT9tsgmHuHxRvvrChv,1
GRTbGwgx4e8coqvQcZCfLhbDW5v1MtF1A78zWr9F14Sv,1
BEmFVBHtv3KoBKfBKGwW6kDDP19WHHpgTnA6JTrRPykk,1
GusDEmBpZ7LugE2w3jDqXyS3D8fAaNTAMLuTUA3B6Dhm,1
8PdyXidccg1azpu5RPr3d3Y6bheHxCfXmBrVJhGkCjf8,1
77evuQKXF4awQSAcReRvctuwdN1sxQsGkJdc23qX6M9j,1
7phonbkVZKgB87uvYd2fnvHPtX6sh1sErW8i57xT3EMm,1
ABwt2ZDP1ZngzcdF7m5m55k4qvyPYqfTvpa4usBYDQBd,1
8F6EKAxnjHe6FXa6YaEfsuQ7L4QocydtYqWyrYp37Phn,1
DjayyFsG8nvZAcLb9eodeUPtUbn4X4125coUiua4zYfz,1
4k9nWupp5ydkKxDYBZhqLHyfHeVwNrQcziMX8FMzixdH,1
3E4SeF8Dy9AeF5JdiNGxkxqMazuJ1pDSkzEppiBCQ9V2,1
933DooJU3Fs7aXVeah7JTNpCYPKNifX8p7L4MmUNDJ2w,1
9GuVmkJGAUJ8MR2zG5YEswmMc8nhmv3ynhttqHstTJWj,1
C4hqmWAiUVzmuTM8yLiT55c3A8vGk1rNCHpWr8wtD9Xa,1
DTgWJ7yJuxvHf3UpCbTTRTRAd4AkNhGSpHXvZdLcnSW3,1
BgKTdUxdC3jiTgxHs57ZxkMrTPN8RuoiBBz2zST1LJvp,1
6RPWUANxxVMnbb1YAw2fgmAE9f4VbcLj8NwC7PhCzWSB,1
65gG9oVhgGHoMocF9jcD5XyebNYCcR1RD8FcpsM64e6n,1
2drDG5fv5iocSHW3JKEAwgoDVgaESB28rUdomjf3o4HR,1
BLE5RCyyqtHeRDZ2mFUMsh19jYTBZHHGQCDBmki9jLRb,1
3cThpUeMfAAA1g7gS9UcHmexgkEEdpEfP1Y4eej3AiYB,1
2Pnef382tqUSW4sFq6p3Nzca8Za52BPyCD9LBRWFMRaA,1
9YobquHoyjm1N3QotJKDkSmAztVLPLKbY5XV1R8oBjuB,1
BkFTh4qFf8b8E2KBu7jMdZNkdMUZmk2QqzDQMaTFMHgW,1
C84AXndaeBhVhma3xj35wV2vTaqVjpJWDUMNhaUn2aEq,1
9XaCQ7Drpb9gyA2ZAVHWsUtSXNA7SG7WeyLT6fQjXwVX,1
8m6yBWCwqEXvUHiegcnkQxWcX64bbfoaMmdVcy1fD8j8,1
5QaY9oEkuKfwrvjSELZUAGz8augTQRkUvWqLWzZJHS9d,1
2S5P8PDTQa9MdM8fnRwP1xqWptuCtpXi7Vj4ZqTNvcJx,1
xcnb12axgqLyVCWEDvuGeurw7hRg5gFTTrYKjWZPeUt,1
8jY2FppRFZVE9nmtDUqKFzR4NYSH6fp7LLsxtGzx9Hdo,1
FaV9LAEQHHCXk2ryndHn6fVegGKJ91XNxoGRpK9afMs4,1
AEyikCveQRacJXqKcDnehFUJYN7UvHTNg3Qy97ZU9MeW,1
5bxByD92DVMDwyLCY5s12g9JtS52FMCnkCRk2u5yahXH,1
DRHd3ZCMJ2nxjCoyQeair3Pidb2CCJojW5ebSSZ8iwhW,1
CtoGTY6xMUnoKBiqTa9WSqfFzvBCwH3AhCorEk35MUWZ,1
7V5N2XzPF8UDJm9xF3JJGmrzKzd92RwjnFHqGq7qcgta,1
A4uVQtFW2zKLL8YZbmjkTCspCQVSeBnhyPqjgPHxuZsR,1
CSTfHr6rexKqyQiyiheXN8rGWogu4hpcWHgizxDbivmz,1
2UnPcFR8kU5oeMgkGx4QhpuK7xPf48NxDnJiG4Bzy4vC,1
CfRFngoT6H3jXtfWSLSXWFmSbnjcGTL6CmBbZEDPsAss,1
HWF2JHP64GVgj3ZXKSxAyP6GPiXXTCSLtc4rYXPkpfQu,1
EivY2iSCuXDNBaXiPJoj1CRVLbDrzYqGLmnbR7r7sVNV,1
4EYyJaJwTS4NeBWMi58BLh5EJKDe7HoxDRgRLZQVY2xo,1
A2wjfTqEfszVZpWvCc6YhA1E5Uw1e3TgPbtwn5V81eqH,1
3td62KyoHGGrzCHVe6rk6hFQtgDmiWkv4EJUGNa8Qv86,1
5Cu6dteyPK2rMsQf7ozr5fke8n8VMB6C3hzLSxMx9Pn2,1
5BTcMXUYnF3RqcBCrLXMDhe62qjVaUVqZu3AM58HBabM,1
6uMAunUshwuvjcqe5HCDqdX13QnYM24W6M9w8ERcbJm6,1
7jGGmGZT9vYeTWo9EYtutiAnbWQfyXvefFTBQatQZGSu,1
J7ZuFs353o1HwMEKSe7FFafbtjdzsqg6gSAEXM91Nr8C,1
ALJDBtx8AyhraqsJCfcvTDqxb8FFQ65dhvxSrbw4A3Zp,1
ZkjjKSBWUNHzct8LqnTcF7dasyFT1bRyv9RGTP7Z5w3,1
Ea61shMEfqJfU9pGSkTc4doaEaHZ6G4zr4MnQPUEfFKG,1